ID,country,owner_age,attitude_stable_business_environment,attitude_worried_shutdown,compliance_income_tax,perception_insurance_doesnt_cover_losses,perception_cannot_afford_insurance,personal_income,business_expenses,business_turnover,business_age_years,motor_vehicle_insurance,has_mobile_money,current_problem_cash_flow,has_cellphone,owner_sex,offers_credit_to_customers,attitude_satisfied_with_achievement,has_credit_card,keeps_financial_records,perception_insurance_companies_dont_insure_businesses_like_yours,perception_insurance_important,has_insurance,covid_essential_service,attitude_more_successful_next_year,problem_sourcing_money,marketing_word_of_mouth,has_loan_account,has_internet_banking,has_debit_card,future_risk_theft_stock,business_age_months,medical_insurance,funeral_insurance,motivation_make_more_money,uses_friends_family_savings,uses_informal_lender,Target
ID_VQ4RKP,malawi,20,Don’t know or N/A,No,No,Don't know,Yes,60000,14000,300000,5,,Never had,No,Yes,Male,No,Yes,Never had,No,Don?t know / doesn?t apply,No,No,,Yes,No,No,Never had,Never had,Never had,Yes,,,,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_6O7E0C,zimbabwe,63,Yes,Yes,No,No,Yes,250,1200,3000,7,Never had,,,Yes,Male,No,No,Never had,"Yes, sometimes",No,Yes,No,No,,,,,,,Yes,0,Never had,Never had,Yes,,,Low
ID_6C0OX8,eswatini,30,Yes,No,No,Yes,Yes,2000,1000,2500,2,Never had,Never had,0,No,Female,"Yes, always",Yes,Never had,"Yes, sometimes",Yes,Yes,No,Don't know,Yes,Yes,Yes,Never had,Never had,Never had,,2,Never had,Never had,,Used to have but don’t have now,Never had,Low
ID_DX52F7,lesotho,73,Yes,No,No,Don't know,Yes,3900,2000,7000,30,Never had,Have now,,,,,,,,,,,No,Yes,No,,Used to have but don't have now,Have now,Have now,,,,,Yes,Have now,Used to have but don't have now,Medium
ID_ZJJEGE,eswatini,25,No,No,No,No,Yes,2600,4000,31200,2,Never had,Have now,0,Yes,Male,"Yes, sometimes",No,Never had,No,Yes,No,No,No,Yes,,Yes,Never had,Never had,Never had,,0,Never had,Never had,,Never had,Never had,Low
ID_O100VH,eswatini,37,Yes,Yes,No,No,Yes,2500,7500,9000,10,Never had,Used to have but don’t have now,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",No,Yes,No,No,Yes,,Yes,Never had,Never had,Never had,,1,Never had,Never had,,Never had,Never had,Low
ID_WQOLF4,malawi,62,No,No,No,No,Yes,840000,150000,10080000,4,,Never had,No,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,,No,No,No,Never had,Never had,Have now,Yes,,,,Yes,,,Low
ID_GD4PUH,zimbabwe,33,Don’t know or N/A,Don’t know or N/A,No,No,No,300,1200,2400,1,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,No,,,,,,,No,0,Never had,Never had,Yes,,,Low
ID_QUVAKS,malawi,40,Don’t know or N/A,No,No,Don't know,Don't know,520000,1300000,5700000,20,,Have now,No,Yes,Male,"Yes, always",No,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,,Yes,Yes,No,Never had,Never had,Have now,No,,,,No,,,Low
ID_R821UZ,eswatini,51,Yes,No,No,Yes,Yes,500,230,100,1,Never had,Have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,Yes,No,Don't know,Yes,Yes,,Never had,Never had,Never had,,11,Never had,Never had,,Never had,Used to have but don’t have now,Low
ID_37KTLL,eswatini,49,Yes,No,No,No,Yes,1000,900,2500,11,Never had,Have now,Yes,Yes,Female,No,No,Never had,"Yes, sometimes",Yes,Yes,No,No,Yes,,Yes,Never had,Have now,Never had,,3,Never had,Have now,,Never had,Never had,Medium
ID_QIYFRW,eswatini,59,Yes,No,No,No,No,300,600,500,10,Never had,Never had,Yes,Yes,Female,No,No,Never had,No,No,No,No,No,Yes,Yes,,Never had,Never had,Never had,,10,Never had,Never had,,Never had,Never had,Low
ID_EFJ31E,eswatini,48,Yes,No,No,Yes,Yes,250,2000,3200,2,Never had,Have now,0,Yes,Female,No,Yes,Never had,No,Yes,No,No,No,Yes,,Yes,Never had,Never had,Never had,,8,Never had,Never had,,Never had,Never had,Low
ID_6K7P9M,eswatini,46,Yes,No,No,No,No,1000,20000,36000,5,Never had,Have now,0,Yes,Male,"Yes, sometimes",No,Never had,No,No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,,4,Never had,Have now,,Never had,Never had,Medium
ID_VL9PTK,eswatini,43,Yes,Yes,No,No,Yes,5000,600,1000,2,Never had,Have now,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,No,Yes,,Yes,Used to have but don’t have now,Never had,Never had,,8,Never had,Have now,,Used to have but don’t have now,Never had,Medium
ID_6EH425,zimbabwe,42,Yes,No,Yes,No,No,900,7200,11520,4,Have now,Have now,,Yes,Male,No,No,Never had,"Yes, sometimes",No,Yes,Yes,No,,,,,,,No,0,Have now,Have now,,,,Medium
ID_U62RZV,eswatini,29,Yes,No,Yes,No,No,2500,17000,44000,5,Never had,Have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",No,No,No,No,No,Yes,Yes,Never had,Never had,Have now,,1,Never had,Never had,,Never had,Never had,Low
ID_BNVL0O,lesotho,41,Yes,No,No,No,Yes,2000,1000,4000,12,Never had,Have now,,,,,,,,,,,No,Yes,No,Yes,,,,Yes,,,,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_MQG6NX,eswatini,48,Don’t know or N/A,No,Yes,Yes,Yes,8500,2860,4000,10,Never had,Never had,Yes,Yes,Male,No,Yes,Never had,"Yes, always",No,Yes,No,No,Yes,Yes,,Never had,Never had,Never had,,2,Never had,Have now,,Never had,Never had,Medium
ID_YW45KW,zimbabwe,27,Don’t know or N/A,Don’t know or N/A,No,Don't know,Don't know,5,96,900,0,Never had,,,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Don't know,Yes,No,No,,,,,,,No,3,Never had,Never had,,,,Low
ID_G4G7NI,lesotho,38,No,Yes,No,Yes,Yes,97,500,97,0,Never had,Have now,,,,,,,,,,,Don't know,No,No,Yes,Used to have but don't have now,Used to have but don't have now,Have now,Yes,,,,Yes,Never had,Used to have but don't have now,Low
ID_LMCPMV,zimbabwe,19,Yes,No,No,Yes,Yes,250,2400,3600,18,Never had,,,Yes,Female,"Yes, sometimes",Yes,Never had,No,Yes,No,No,No,,,,,,,Yes,0,Never had,Never had,Yes,,,Low
ID_D7V911,eswatini,38,Yes,No,No,No,No,1000,500,360,13,Never had,Never had,Yes,Yes,Female,"Yes, sometimes",No,Never had,No,No,No,No,Yes,Yes,Yes,Yes,Never had,Never had,Never had,,11,Never had,Have now,,Never had,Never had,Medium
ID_XBB7N5,malawi,35,No,No,No,Don't know,Don't know,200000,100000,50000,8,,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,Don?t know / doesn?t apply,No,No,,Yes,No,No,Never had,Never had,Never had,No,,,,Yes,,,High
ID_6YS445,eswatini,28,Yes,No,No,Yes,Yes,500,200,40,1,Never had,Have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,No,Yes,No,No,Don't know,Yes,,,Never had,Never had,Never had,,4,Never had,Never had,,Used to have but don’t have now,Never had,Low
ID_7K25PN,zimbabwe,53,Yes,Yes,No,Yes,Yes,100,240,500,28,Never had,,,Yes,Male,No,Yes,Never had,No,Yes,Yes,No,No,,,,,,,No,6,Used to have but don't have now,Have now,,,,Medium
ID_74ADD0,lesotho,55,No,No,No,No,No,97,15000,97,10,Never had,Have now,,,,,,,,,,,No,No,Yes,Yes,,,,,,,,No,Used to have but don't have now,Used to have but don't have now,Low
ID_P82J3T,eswatini,52,Yes,No,No,No,No,3500,9000,36000,13,Never had,Have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,No,Yes,,Yes,Never had,Never had,Never had,,3,Never had,Never had,,Never had,Never had,Low
ID_3QSQCQ,eswatini,25,Yes,Yes,No,No,Yes,500,200,360,1,Never had,Never had,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,No,No,Don't know,Yes,Yes,Yes,Never had,Never had,Never had,,8,Never had,Never had,,Never had,Never had,Low
ID_LIZ63I,lesotho,37,Yes,No,No,No,Yes,8000,5000,6500,13,Never had,Have now,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,Yes,Never had,Used to have but don't have now,Medium
ID_W04Q2W,zimbabwe,37,Yes,No,No,No,Yes,300,1600,6000,5,Never had,Have now,,No,Male,"Yes, always",Yes,Never had,No,No,Yes,No,No,,,,,,,No,0,Never had,Never had,Yes,,,Low
ID_9YEQ96,eswatini,42,Yes,No,No,No,Yes,,500,1000,7,Never had,Never had,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,No,No,Yes,Yes,Yes,,Have now,Never had,Never had,,5,Never had,Never had,,Have now,Never had,Medium
ID_T4RK9F,lesotho,33,Yes,Yes,Yes,Don't know,Don't know,6500,3000,4000,4,Never had,Have now,,,,,,,,,,,No,Yes,Yes,Yes,Have now,Have now,Have now,,,,,No,Never had,Used to have but don't have now,Low
ID_VPF9PA,eswatini,38,No,No,No,Yes,Yes,800,250,400,1,Never had,Have now,Yes,Yes,Female,No,No,Never had,No,Yes,No,No,Don't know,Yes,Yes,Yes,Never had,Never had,Never had,,5,Never had,Never had,,Never had,Never had,Low
ID_1WOO0H,malawi,38,Yes,Yes,No,Don't know,Yes,28000,888000,1200000,4,,Never had,Yes,No,Female,No,Yes,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,,Don't know,No,No,Never had,Never had,Never had,No,,,,Yes,Never had,Never had,Low
ID_YJ8HQD,eswatini,36,Yes,Yes,No,No,Yes,2500,2000,4500,4,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,No,Yes,Yes,Yes,Never had,Have now,Have now,,2,Never had,Never had,,Never had,Used to have but don’t have now,Low
ID_CU5WMG,lesotho,76,Yes,No,No,Don't know,Yes,1000,400,500,2,Never had,Have now,,,,,,,,,,,No,Yes,Yes,Yes,,,,,,,,Yes,Never had,Used to have but don't have now,Low
ID_MLF1BD,zimbabwe,47,Yes,No,No,No,Yes,30,,,5,Never had,,,No,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,No,No,No,,,,,,,No,0,Never had,Never had,,,,Low
ID_CBZCXQ,malawi,40,Don’t know or N/A,No,No,No,Yes,720000,462000,720000,2,,Never had,No,Yes,Female,No,Yes,Never had,No,No,Yes,No,,Yes,No,Yes,Never had,Never had,Never had,No,,,,Yes,Never had,Never had,Low
ID_9APGI3,zimbabwe,37,Yes,No,No,No,Yes,200,960,2400,10,Never had,Have now,,Yes,Male,No,Yes,Used to have but don't have now,"Yes, sometimes",No,Yes,No,No,,,,,,,No,4,Used to have but don't have now,Used to have but don't have now,,,,Low
ID_UQILUV,zimbabwe,32,Yes,No,Yes,Don't know,Yes,600,9600,14400,11,Never had,,,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",Don't know,Yes,No,No,,,,,,,Yes,0,Never had,Have now,,,,Medium
ID_MKLMDH,malawi,35,No,No,No,Don't know,Yes,750000,400000,9000000,2,,Have now,No,Yes,Male,No,Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,,Don't know,No,Yes,Never had,Never had,Have now,Yes,,,,Yes,,,Low
ID_LTDKVU,eswatini,61,Yes,Yes,No,No,Yes,2000,3000,6000,30,Never had,Have now,0,Yes,Female,No,Yes,Never had,No,No,Yes,No,No,Yes,,,Never had,Never had,Have now,,11,Never had,Never had,,Never had,Never had,Low
ID_7GDXQ4,zimbabwe,22,Yes,No,No,No,Yes,120,19800,23400,3,Never had,,,No,Female,No,No,Never had,"Yes, sometimes",No,No,No,No,,,,,,,Yes,0,Never had,Never had,,,,Low
ID_N5IBW0,zimbabwe,34,Yes,Yes,No,Yes,Yes,,,,1,Never had,,,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,Yes,No,Yes,,,,,,,No,6,Never had,Never had,,,,Low
ID_2BN0I9,malawi,49,Yes,Yes,Yes,Don't know,No,280000,700000,1000000,2,Have now,Have now,No,Yes,Male,No,No,Never had,Yes,No,Yes,Yes,,Don't know,No,Yes,Never had,Never had,Never had,No,,Never had,Never had,No,,,Medium
ID_3AW706,zimbabwe,42,No,No,No,Yes,Yes,500,108000,72000,8,Never had,,,Yes,Female,No,No,Never had,No,Yes,No,No,No,,,,,,,No,0,Never had,Never had,Yes,,,Low
ID_UGYFUN,lesotho,26,Yes,Yes,No,Yes,Yes,800,1000,1800,3,Never had,,Yes,,,,,,,,,,No,Yes,Yes,,,,,,,,,Yes,Have now,Used to have but don't have now,Medium
ID_5AKG06,lesotho,30,Yes,No,No,Yes,Yes,2500,320,2500,7,Never had,Have now,,,,,,,,,,,No,Yes,No,Yes,,,,,,,,No,Used to have but don't have now,Never had,Low
ID_MI4IB6,zimbabwe,21,Yes,No,No,No,Yes,175,32400,30600,1,Never had,,,No,Female,No,No,Never had,No,No,Yes,No,No,,,,,,,No,0,Used to have but don't have now,Never had,Yes,,,Low
ID_D0OLQF,zimbabwe,32,Yes,No,No,No,Yes,720,4320,8400,12,Never had,,Yes,No,Female,No,Yes,Never had,"Yes, always",No,Yes,No,No,,,,,,,No,5,Never had,Never had,,,,Low
ID_L8QQZY,eswatini,33,No,No,No,No,No,5000,7000,10000,10,Never had,Never had,0,Yes,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",Don't Know,Yes,No,No,Yes,,Yes,Never had,Never had,Have now,,5,Never had,Never had,,Never had,Never had,Low
ID_W8BTTC,lesotho,22,Yes,No,No,Yes,Yes,1500,1000,1600,1,Never had,,Yes,,,,,,,,,,Don't know,Yes,No,Yes,,,,,,,,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_3D1CZ5,malawi,64,Don’t know or N/A,No,No,No,Yes,25,20000,25000,30,,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,No,No,Yes,No,,Yes,No,No,Never had,Never had,Used to have but don't have now,Yes,,,,Yes,,,Low
ID_HKQI5O,zimbabwe,49,Yes,No,No,No,Yes,130,960,7200,7,Never had,,,Yes,Male,"Yes, sometimes",Yes,Never had,No,No,No,No,Yes,,,,,,,No,0,Never had,Never had,,,,Low
ID_YTK5LB,lesotho,56,No,No,No,No,Yes,750,60,800,19,Never had,Have now,,,,,,,,,,,Yes,Yes,No,Yes,,,,,,,,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_2KS1CB,lesotho,33,Yes,No,No,Don't know,Don't know,300,1200,1500,12,Never had,,Yes,,,,,,,,,,No,Yes,No,Yes,,,,Yes,,,,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_A9GL4B,zimbabwe,79,Yes,No,No,No,Yes,300,,,2,Never had,,,No,Female,No,Yes,Never had,"Yes, sometimes",No,No,No,No,,,,,,,No,0,Never had,Never had,Yes,,,Low
ID_20UPRB,eswatini,22,Yes,No,No,No,Yes,200,2160,12000,1,Never had,Never had,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",No,No,No,Don't know,Yes,,Yes,Never had,Never had,Never had,,11,Never had,Never had,,Never had,Never had,Low
ID_Y423PA,lesotho,35,No,No,No,Yes,Yes,2600,200,400,1,Never had,,,,,,,,,,,,Don't know,Yes,No,Yes,,,,Yes,,,,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_1O752T,malawi,22,Yes,Yes,No,Don't know,Don't know,60000,95000,200000,6,,Have now,No,Yes,Male,No,No,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,,Yes,Yes,Yes,Never had,Never had,Never had,Yes,,,,Yes,,,Low
ID_N0IZH8,malawi,43,Yes,Yes,No,No,Yes,420000,100000,5040000,19,,Used to have but don't have now,No,No,Male,No,No,Never had,No,No,Yes,No,,Yes,No,No,Never had,Never had,Used to have but don't have now,Yes,,,,Yes,,,Low
ID_3J0QZO,lesotho,48,Yes,Yes,No,Yes,Yes,8900,2350,5000,1,Never had,Have now,Yes,,,,,,,,,,No,Yes,No,Yes,Used to have but don't have now,Have now,Have now,,,,,Yes,Used to have but don't have now,Have now,Low
ID_ZJUC5R,zimbabwe,48,Yes,No,No,Don't know,Don't know,30,300,600,2,Never had,,,Yes,Female,"Yes, sometimes",Yes,Never had,No,Don't know, Do not know / N‎/A,No,No,,,,,,,No,4,Never had,Never had,,,,Low
ID_FFKEC1,malawi,51,No,Yes,No,Yes,Yes,200000,200000,50000,4,,Have now,No,Yes,Female,"Yes, sometimes",Yes,Never had,Yes,No,Yes,No,,Yes,No,Yes,Never had,Have now,Have now,Yes,,,,Yes,Have now,Never had,Medium
ID_30LR3O,malawi,42,Don’t know or N/A,Yes,No,Don't know,Don't know,100000,15000,1500000,8,,Never had,No,Yes,Female,"Yes, sometimes",Yes,Never had,No,Don?t know / doesn?t apply,Yes,No,,Yes,Yes,No,Never had,Never had,Never had,No,,,,Yes,,,Low
ID_B1DIND,lesotho,47,Yes,No,No,No,Yes,9500,0,500,25,Never had,Have now,,,,,,,,,,,Don't know,Yes,No,,,,,,,,,No,Used to have but don't have now,Used to have but don't have now,Low
ID_Q6WW8Y,eswatini,33,Yes,No,Yes,No,Yes,1000,3000,7000,2,Never had,Have now,Yes,Yes,Male,No,No,Never had,"Yes, always",No,Yes,No,No,Yes,Yes,Yes,Have now,Have now,Have now,,11,Never had,Have now,,Never had,Never had,High
ID_KJXR7P,zimbabwe,25,No,No,No,Yes,Yes,6000,58800,72000,1,Never had,,,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,No,,,,,,,No,0,Never had,Never had,,,,Low
ID_R7I2HM,zimbabwe,53,Yes,No,No,No,Yes,300,1200,7200,9,Never had,Have now,,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,No,,,,,,,Yes,0,Never had,Never had,,,,Medium
ID_XEGQ4P,malawi,52,Don’t know or N/A,No,Yes,No,No,300000,560000,1200000,20,,Have now,Yes,Yes,Male,No,No,Never had,Yes,No,Yes,No,,Yes,No,No,Never had,Never had,Never had,Yes,,,,Yes,,,Low
ID_71VXC8,malawi,39,No,Don’t know or N/A,No,Don't know,Yes,18000,2500,18000,,,Have now,Yes,Yes,Male,No,No,Never had,No,Don?t know / doesn?t apply,Yes,No,,Don't know,Yes,No,Never had,Never had,Used to have but don't have now,No,3,,,Yes,,,Low
ID_4K1J6F,eswatini,62,Yes,No,No,Yes,Yes,1000,10000,25000,10,Never had,Never had,Yes,Yes,Female,No,No,Never had,No,Yes,No,No,No,Yes,,Yes,Never had,Never had,Never had,,9,Never had,Never had,,Never had,Never had,Low
ID_4WG5W2,zimbabwe,28,No,No,No,No,No,450,480,5400,2,Never had,Have now,,No,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,No,,,,,,,No,0,Have now,Have now,,,,Medium
ID_HE5S51,lesotho,20,No,No,No,No,Yes,800,200,450,1,Never had,Have now,,,,,,,,,,,Don't know,Yes,No,Yes,,,,,,,,No,Never had,Used to have but don't have now,Medium
ID_D0XH2M,lesotho,31,Yes,No,No,Don't know,Yes,2000,800,1000,0,Never had,Have now,,,,,,,,,,,Don't know,Yes,No,Yes,,,,,,,,No,Used to have but don't have now,Never had,Medium
ID_OMNWKC,zimbabwe,42,Yes,No,No,Yes,Don't know,120,900,1440,1,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",Yes,No,No,No,,,,,,,No,3,Never had,Never had,Yes,,,Low
ID_W590Z9,eswatini,48,Yes,Yes,No,Yes,Yes,13000,5000,8000,5,Never had,Have now,0,No,Male,"Yes, always",Yes,Never had,No,Yes,No,No,Yes,Yes,Yes,Yes,Never had,Never had,Have now,,8,Never had,Have now,,Never had,Used to have but don’t have now,Medium
ID_UR58X9,malawi,30,No,Yes,Yes,No,No,1500000,250000,50000,3,,Have now,No,Yes,Male,No,Yes,Never had,No,No,Yes,No,,No,No,No,Never had,Never had,Never had,No,,,,Yes,,,Low
ID_T1KKEQ,lesotho,31,Yes,No,No,No,Yes,10000,3000,4500,0,Never had,Have now,,,,,,,,,,,Don't know,Don't know,No,Yes,,,,,,,,Yes,Have now,Used to have but don't have now,Medium
ID_PU45B3,lesotho,29,No,No,No,Don't know,No,5000,3000,4000,3,Never had,Have now,Yes,,,,,,,,,,Don't know,Yes,Yes,Yes,Used to have but don't have now,Have now,Have now,,,,,No,Never had,Used to have but don't have now,Low
ID_A28T4Y,malawi,42,No,No,No,No,No,1000000,400000,800000,,,Have now,Yes,Yes,Male,No,No,Never had,Yes,No,Yes,No,,Yes,Yes,No,Never had,Never had,Never had,Yes,9,,,Yes,,,Low
ID_2LWHED,eswatini,33,Yes,Yes,No,Yes,Yes,500,400,150,3,Never had,Never had,0,Yes,Female,"Yes, sometimes",Yes,Never had,No,Yes,Yes,No,No,Yes,,,Never had,Never had,Never had,,1,Never had,Never had,,Never had,Never had,Low
ID_53P6VB,malawi,20,Yes,Yes,No,Yes,Yes,30000,70000,100000,1,,Have now,No,Yes,Female,"Yes, sometimes",Yes,Have now,Yes,Yes,Yes,No,,Yes,Yes,No,Have now,Never had,Have now,Yes,,,,No,Never had,Never had,High
ID_ILWUR6,malawi,27,No,No,No,No,No,40000,10000,30000,5,,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,No,Don?t know / doesn?t apply,Yes,No,,Yes,No,No,Never had,Never had,Never had,No,,,,No,,,Low
ID_LP81L5,eswatini,31,Yes,No,No,No,Yes,5000,1500,3500,5,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,No,Yes,Yes,Yes,Never had,Used to have but don’t have now,Have now,,2,Never had,Never had,,Never had,Never had,Low
ID_ISUTP0,eswatini,32,Yes,No,Yes,Yes,Yes,10000,120000,180000,7,Never had,Never had,Yes,Yes,Female,No,Yes,Never had,"Yes, always",No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Have now,,3,Never had,Never had,,Never had,Never had,Medium
ID_PYMA1T,eswatini,52,No,Yes,No,No,Yes,2500,1000,2500,10,Never had,Never had,0,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,Yes,Yes,Yes,Yes,Never had,Never had,Never had,,9,Never had,Have now,,Never had,Never had,Medium
ID_G8Q3GC,eswatini,49,Yes,Yes,No,Yes,Yes,800,150,450,1,Never had,Never had,Yes,Yes,Female,No,Yes,Never had,No,Yes,Yes,No,Don't know,Yes,Yes,Yes,Never had,Never had,Never had,,10,Never had,Never had,,Never had,Never had,Medium
ID_HR9T9C,eswatini,71,Yes,No,Yes,No,No,4500,40000,45000,13,Never had,Have now,Yes,Yes,Male,No,No,Have now,"Yes, always",No,Yes,No,No,Yes,Yes,Yes,Never had,Have now,Have now,,5,Never had,Never had,,Never had,Never had,High
ID_CSOAAZ,zimbabwe,38,Don’t know or N/A,Yes,No,No,Yes,300,2340,3600,5,Never had,,,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",No,No,No,No,,,,,,,No,0,Never had,Never had,,,,Low
ID_K0PNTK,malawi,45,Yes,No,No,No,No,300000,90000,300000,10,,Never had,No,Yes,Male,No,Yes,Never had,No,No,Yes,No,,Don't know,No,No,Never had,Never had,Never had,No,,,,No,,,Low
ID_K1R71P,malawi,26,Don’t know or N/A,Yes,No,Yes,Yes,50000,30000,30000,5,,Have now,Yes,Yes,Male,"Yes, sometimes",No,Never had,Yes,Don?t know / doesn?t apply,Yes,No,,Don't know,Yes,No,Never had,Never had,Never had,No,,,,Yes,,,Low
ID_JT8OSG,zimbabwe,52,No,No,No,Don't know,Yes,50,2400,4800,15,Never had,,,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,Yes,No,Yes,,,,,,,Yes,0,Never had,Have now,,,,Medium
ID_Y6Y7V6,malawi,30,Yes,Yes,No,Yes,Yes,30,15000,30000,3,,Never had,No,Yes,Female,"Yes, sometimes",Yes,Never had,Yes,No,No,No,,Yes,No,No,Never had,Don't know,Used to have but don't have now,Yes,,,,Yes,,,Low
ID_ZIHZVZ,eswatini,38,Yes,No,Yes,Yes,No,2000,40000,80000,0,Have now,Have now,0,Yes,Female,No,Yes,Have now,"Yes, always",No,Yes,Yes,Don't know,Yes,,Yes,Never had,Have now,Have now,,3,Never had,Have now,,Used to have but don’t have now,Never had,High
ID_CC88RF,malawi,40,No,No,No,No,No,3000000,3000000,4500000,,,Have now,No,Yes,Female,No,Yes,Never had,Yes,Yes,Yes,No,,Yes,Yes,Yes,Never had,Never had,Never had,Yes,2,,,Yes,,,Low
ID_FE9O1X,lesotho,32,Yes,Yes,No,No,Yes,10000,300,8000,5,Never had,Have now,Yes,,,,,,,,,,Yes,Yes,No,Yes,Used to have but don't have now,Used to have but don't have now,Have now,Yes,,,,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_EMG7IZ,zimbabwe,34,Yes,No,No,No,Yes,250,1500,3500,9,Never had,,,Yes,Male,"Yes, sometimes",Yes,Never had,No,No,Yes,No,Yes,,,,,,,No,8,Never had,Never had,,,,Low
ID_PGYAP9,lesotho,51,Yes,Yes,Don’t know,No,Yes,500,97,200,1,Never had,Have now,,,,,,,,,,,Don't know,Yes,No,,,,,Yes,,,,No,Used to have but don't have now,Used to have but don't have now,Low
ID_LK872P,malawi,36,Yes,Yes,Don’t know,Yes,Don't know,150000,120000,14600000,9,,Used to have but don't have now,No,Yes,Male,"Yes, sometimes",No,Never had,No,Don?t know / doesn?t apply,Yes,No,,Don't know,No,No,Never had,Never had,Have now,Yes,,,,No,Never had,Never had,Low
ID_3AOEAO,lesotho,36,No,No,No,No,Yes,2000,500,2000,11,Never had,Have now,,,,,,,,,,,No,Yes,No,Yes,Used to have but don't have now,Used to have but don't have now,Have now,,,,,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_XJ2YXC,zimbabwe,39,Yes,No,No,Yes,Yes,500,2400,6000,1,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",Yes,Yes,No,No,,,,,,,Yes,0,Never had,Never had,,,,Low
ID_NLZ15B,eswatini,36,Yes,No,No,Yes,Yes,1500,8400,24000,1,Never had,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,No,No,No,No,Don't know,Yes,Yes,Yes,Never had,Never had,Never had,,3,Never had,Never had,,Never had,Never had,Low
ID_FB947E,lesotho,31,No,No,No,Yes,No,2000,1100,1352,1,Never had,,,,,,,,,,,,Don't know,Yes,No,Yes,,,,Yes,,,,Yes,Never had,Used to have but don't have now,Medium
ID_R8DWPZ,malawi,29,No,Yes,No,No,No,1200000,3840000,14400000,1,,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,Yes,No,Yes,No,,Yes,No,No,Never had,Never had,Used to have but don't have now,No,,,,Yes,,,Low
ID_PY06FT,eswatini,34,Yes,Yes,No,No,Yes,15000,7500,15000,2,Never had,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,,4,Never had,Never had,,Never had,Never had,Medium
